@RELATION tweets-test
@ATTRIBUTE text string
@ATTRIBUTE retweets numeric
@ATTRIBUTE favorites numeric
@ATTRIBUTE dimension {"Governance", "Products & Services", "Performance", "Workplace", "Citizenship", "Innovation", "Leadership"}
@data
"@AllAboutMyBB Yeah, I think so - I wouldn't be caught dead in one but what I saw was impressive... @bmw", 0, 0, "Products & Services"
"Really digging this @oilandblood build love the mono shock with r80 style wheels. Good work guys! #bmw… ", 0, 0, "Products & Services"
"#BMW has been awarded a coveted @GreenFleetNews Award for Fleet Car Manufacturer of the Year ", 0, 1, "Products & Services"
"People are such shitty drivers. Idiot cuts a u turn right in front of me, i should have fucking t boned him so he can buy me a new bmw", 0, 0, "Products & Services"
"Lil Wayne's Daughter -- My Mom Bought the Ferrari ... Not Weezy!: Weezy's daughter Reginae Carter was...  #Ferrari", 0, 0, "Products & Services"
"Proud beneficiary of the Southport Chamber of Commerce Christmas Breakfast, sponsored by Bruce Lynton BMW and... ", 0, 0, "Products & Services"
"Video: #BMW Shows Off Its Most Expensive Paint #videos", 0, 0, "Products & Services"
"Lil Wayne's eldest daughter got a BRAND NEW Ferrari GTO &amp; BMW truck 4 her bday! Who wishes Weezy was their dad? LOL ", 0, 0, "Products & Services"
"2015 BMW 6 Series Wallpaper: 2015 BMW 6 Series wallpaper, images, news, specifications, and information. ", 0, 0, "Products & Services"
"I want to buy a BMW just for the effort they've put into this!!! Wow ", 0, 0, "Products & Services"
"Need a special service? Save now on Bmw 2002 Ti #Bmw2002Ti #Bmw #2002 #Ti What a deal! ", 0, 0, "Products & Services"
"I want to #Win a BMW Baby Racer II M3 Kids Ride-On/Push Toy Car with HodgePodgeDays #giveaway  ", 0, 0, "Products & Services"
"@Wilolka haha Congratz...a few days ago I told you you'll have BMW ;-) It's the only one that suits you :-) :-*", 0, 0, "Products & Services"
"Test drove the BMW I. Nice pickup and interesting auto breaking. Interior looks a bit low end though #BMW", 0, 0, "Products & Services"
"I want to #Win a BMW Baby Racer II M3 Kids Ride-On/Push Toy Car with HodgePodgeDays #giveaway  ", 0, 0, "Products & Services"
"I have a bmw right now and I want something with more power but remain classy. (no kit car tuners) @Rbx_tt911", 9, 0, "Products & Services"
"@New_God_SHERM some ppl don't care &amp; just wanna get rid of a car &amp; sell for down low , that bmw I showed u other places would sell $14k", 0, 0, "Products & Services"
"Sick #BMW ", 24, 23, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan: Filed under: Hybrid, Pe...  #mtecgroup", 0, 0, "Innovation"
"Wayne bought his dauther an BMW SUV and Ferrari for her Sweet 16😱", 1, 0, "Products & Services"
"I added a video to a @YouTube playlist  Assetto Corsa - Rally Stage with BMW Group A @ Joux Plane (mod), PC sim", 0, 0, "Products & Services"
"#m5boarddotcom Uncut ROLLRACE 1200 HP vs BMW S1000RR vs Bugatti Veyron Vitesse Race 1 and 2 out of 3 ", 0, 0, "Products & Services"
"Nottingham Post published VIDEO: Police hunt man after theft at university. Do you...: Police have released CC... ", 0, 0, "Products & Services"
"@iHateSwithin early 2000's bmw. white.", 0, 0, "Products & Services"
"BMW : 5-Series 528i 2015 528 i new turbo 2 l i 4 16 v rear wheel drive sedan premium ", 0, 0, "Products & Services"
"#CarAds BMW : 5-Series 528i 2015 528 i new turbo 2 l i 4 16 v rear wheel drive sedan premium  #AutoTrade", 0, 0, "Products & Services"
"BMW : 5-Series 528i 2015 528 i new turbo 2 l i 4 16 v rear wheel drive sedan premium ", 0, 0, "Products & Services"
"@XGC_uMad stay away from dem BMW's", 0, 0, "Products & Services"
"@sineadmariexx ffs don't make me cringe imagine pushing that but can't afford my own BMW 😳😔😂", 0, 0, "Products & Services"
"BMW to buy 57,000 #WindowsPhone devices for its workers? ", 3, 1, "Products & Services"
"Just booked my trial drive with the #BMW #i3 for next week. Support alternative energy - not fracking.", 0, 0, "Products & Services"
"Erasing the mental image of your mother having sex with Lil' Wayne just happens to cost a Ferrari and a BMW. ", 0, 1, "Products & Services"
"@ElishaNEWS It's a very sad commentary in America's increasing move towards Godlessness.", 1, 1, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric planFiled under: Hybrid, Performance,... ", 0, 0, "Products & Services"
"I just saw a black bmw m3 with burgundy rims, GOSH IT WAS SO BEAUTIFUL", 0, 0, "Products & Services"
"Devon said my dad offered to get him a BMW for his first car.. I will slash that lil niggas tires like I got an Avenger😑 No way *Migos voice", 3, 1, "Products & Services"
"I fueled-up my BMW 318ti, 23.3 MPG.", 0, 0, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan  #cars #auto", 1, 0, "Products & Services"
".@bmw continues their support of contemporary arts by globally partnering with @SohoHouse ", 0, 0, "Products & Services"
"Soon in London: register for €39 and hire a BMW i3 electric for 31 cents a minute  by @shonaghosh on @MarketingUK", 0, 1, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan ", 0, 0, "Products & Services"
"The Verge Reviews BMW i8 – Video ", 1, 0, "Products & Services"
"Essen 2014: #bmw X4 M Performance Parts ", 0, 1, "Products & Services"
"Just witnessed a photo shoot at the mall, completely with a skinny teenage girl, a BMW, and a kid with an iPhone🙈😂", 6, 0, "Products & Services"
"Finally saw the new #GMW #GMWHolidays episode with Shawn. It was much fun. Must go back and watch more #BMW SOON!", 0, 0, "Products & Services"
"Biggg Up #Sarona #Fenders Thnx #740 #Bmw #OrlandoRides #1900NorthOBTOrlandoFlorida32804 #ForeignCar… ", 0, 0, "Products & Services"
"@ElishaNEWS Raised to hate; mothers in tears and fathers asking what he could have done differently. Race baiters/ dominant voices to them.", 1, 3, "Products & Services"
"Lmfao RT @TMZ: Lil Wayne's Daughter -- My Mom Bought the Ferrari ... Not Weezy! ", 0, 0, "Products & Services"
"#AutoTrader #Freeads BMW : Z4 sDrive35is BMW Z4 sDrive35is New 2 dr Convertible Automatic Gasoline…  #auto #CarAds", 0, 0, "Products & Services"
"Lil Wayne Gifts His 16-Year Old Daughter A Ferrari, BMW On Her Birthday | PHOTOS ", 0, 0, "Products & Services"
"My only motivation for college. To own one of these bad boys. #BMW #m3 #e92 #bmwnwa #mpower @ BMW of… ", 2, 0, "Products & Services"
"BMW To Phase Out Combustion Engines When? 10 Years, Analyst Claims ", 0, 0, "Products & Services"
"#DTM Robin Frijns and Sam Bird will test BMW's car. Talented drivers who had no real opportunities in #F1", 0, 0, "Products & Services"
"Mom let me whip the bmw today😜wya tho", 1, 0, "Products & Services"
"You must see this: 2015 AC Schnitzer BMW X4 Police ", 0, 0, "Products & Services"
"Weekly Recap: BMW rolls out ambitious plug-in hybrid electric planAre you an aspiring New or Used Car Buyer... ", 0, 0, "Products & Services"
"@ollieollieC silver BMW! Ima find you lets tag each other with these airsoft guns", 0, 0, "Products & Services"
"#LandRoverNews : 2016 Audi Q3: New Look For The Compact Luxury SUV: Its top rivals include the BMW X1, Mercede... ", 0, 0, "Products & Services"
"Puma Drift Cat 6 - Men's Motorsport SF Ferrari BMW Low Profile Shoe  #5542 ", 0, 0, "Products & Services"
"I cried watching the new Girl Meets World episode. So great to see where BMW characters have been over the years. @BenSavage @RiderStrong", 1, 0, "Products & Services"
"@ElishaNEWS Yes, many Teachers in my family worked with little kids from hateful homes; dead before 18th birthday.", 3, 4, "Products & Services"
"my mom think she popping now because she also upgraded her car to a bmw truck 😒", 1, 0, "Products & Services"
"2015 BMW R 1200 R Thundergrey Design Exterior:  via @YouTube", 0, 0, "Products & Services"
"This Holiday Season, BMW of Murray, BMW of Pleasant Grove, and MINI of Murray are collecting NEW, warm clothing... ", 1, 1, "Workplace"
"Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan  via @therealautoblog", 0, 0, "Products & Services"
"Am apreciat un videoclip pe @YouTube de la @drive,  1986 BMW M5 E28: The original super 4-door - /CHRIS HARRIS", 0, 0, "Products & Services"
"Lil Wayne gave his daughter a BMW AND a Ferrari for her sweet 16th birthday, this life thing 😑 good night !!", 0, 0, "Products & Services"
"How Lil Wayne's daughter got both a Ferrari and BMW for her 16th birthday 😂 #shepoppin , my dad is #slackin 😂", 1, 0, "Products & Services"
"What is life when your 16 and get a Ferrari and a bmw?! That's THE life😩", 0, 3, "Products & Services"
"Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan: Filed under: Hybrid, Performance, Truck, T... ", 1, 0, "Innovation"
"Bmw used to cars- the gorgeous 7 swath: xpNpC ", 0, 0, "Products & Services"
"Wait. Lil Wayne bought his daughter a Ferrari and BMW for her 16th birthday? SIXTEEN? Kai. Why is my father’s number not connecting?", 7, 40, "Products & Services"
"@BMW_UK Spent 3 hrs roadside waiting recovery after tyre disintegrated. It appears you don't have the network. Took another 3d to fix it!", 0, 0, "Products & Services"
"Lexus RC F May Go Racing in Australian V8 Supercars  #BMW", 0, 0, "Products & Services"
"Reginae got a damn Ferrari &amp; bmw and she 16 😂🙌 I like that", 0, 0, "Products & Services"
"The fact that blake talks about how sexy bmw's are and points them out to me is sooooo hott", 0, 0, "Products & Services"
"Jeeps, BMW's, Range Rovers, and Hummers. That's it 😍😍", 5, 0, "Products & Services"
"Las Vegas BMW Listing  Your BEST source for BMW cars and SUVs for sale and FREE in #LasVegas #Nevada", 2, 1, "Products & Services"
"@matthewdsegura @Raaachh but I love Rachel. I saw some on a new bmw this morning", 2, 0, "Products & Services"
"I'm entering to win a BMW ride-on for kids, you should too  ", 0, 1, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan: Filed under: Hybrid, Performance, ... ", 0, 0, "Products & Services"
"I liked a @YouTube video  2015 Shelby GT350 Price, BMW i8S, Mercedes CLA AMG Wagon - Fast Lane Daily", 0, 0, "Products & Services"
"😂 RT @out_RAE_jus: “@SomeLowKeyNigga: Bmw* RT @imjustShanneka: *stick shift RT @_Prolific: My next ... ", 0, 0, "Products & Services"
"@Dave_Kitty I'm pleased he dented his Audi. Audi drivers are nearly as bad as BMW drivers. Maybe it's a German car thing.", 0, 0, "Products & Services"
"I saw a lovely bmw M1.. That thing was a beast!!!", 0, 0, "Products & Services"
"Tryna get this bmw", 0, 0, "Products & Services"
"BMW M550d xDrive Touring 2014 spotted in Schiphol!  ", 0, 1, "Products & Services"
"“@Da_BossLadyy: BMW, ah wagon too much lol RT @AfricanPrize: What the hell is a bimmer please?”wabon hehe", 0, 0, "Products & Services"
"Cleaning like a boss at work lol #drifting #bmw #cleaning ", 0, 0, "Products & Services"
"@lucasluhr glad you are coming back to the us just wish you were in a prototype good luck with team BMW RLL", 0, 0, "Products & Services"
"Spell BMW #WSHH ", 0, 0, "Products & Services"
"2015 R 9T available now . Come and check out our great selection of new BMW motorycles . ", 0, 0, "Products & Services"
"@bmw hi there. I have a 2003 BMW 325i and it's been giving me constant ignition problems. Where would I find the best forum for my problem?", 0, 0, "Products & Services"
"Damn those BMW i8 is nice", 0, 0, "Products & Services"
"Drifting with my dad in the bmw", 1, 0, "Products & Services"
"U-Turn: Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan ", 0, 0, "Products & Services"
"BMW M5. Hot or not? You decide... #TinderforCars ", 0, 0, "Products & Services"
"BMW : 1-Series SUNROOF 2008 bmw 135 i coupe auto turbo sunroof heated seats 78 k f 25195...  ", 0, 0, "Products & Services"
"Praying my brother buys me this BMW", 0, 0, "Products & Services"
"#usedcar#jerseyshore Used 2009 BMW X5 xDrive48i in Belmar, NJ 07719 for sale at Surf Auto Brokers LLC... ", 0, 0, "Products & Services"
"U take picture inside rangerover sport, infinity, bently,BMW X6, then u want ur boyfriend 2 believe u'r not cheating. ARE U A MECHANIC? #SHA", 0, 13, "Products & Services"
"Mini John Cooper Works #mini #bmw #johncooper #works #johncooperworks #comingsoon #selectautomotive… ", 1, 0, "Products & Services"
"Published a new blog entry 2015 BMW M6 Gran Coupe Officially Debuts: Hotness, Slightly Modified in Auto Appraisers.. ", 0, 0, "Products & Services"
"I added a video to a @YouTube playlist  BMW E39 528i Muffler deleted - sound", 0, 0, "Products & Services"
"Mystery Deepens in Case of Burned Mississippi Teen Jessica Chambers as ... - ABC News  ", 0, 0, "Products & Services"
"Sexy front to backBMW X6😍 ", 0, 0, "Products & Services"
"@lydiiio I saw this tweet a minute ago when you said you wanted to save up for a BMW lol", 0, 0, "Products & Services"
"So my dad just randomly bought a BMW and no one knew. Clearly impulsive shopping is genetic.", 1, 0, "Products & Services"
"Is this the world's WORST driver? Woman trying to reverse BMW goes viral #UkNews ", 0, 0, "Products & Services"
"hoes RT @RobJonesSr: I used to get off work and it would be every series bmw tinted with rims waiting on a black nurse", 0, 0, "Products & Services"
"Photo: Happy Holidays to you too, @bmw. #BMW #HappyHolidays ", 0, 0, "Products & Services"
"BMW X6M Release Date 2015 ", 0, 0, "Products & Services"
"BMW Launches 218i Coupe with 3-Cylinder Turbo Petrol Engine ", 0, 0, "Products & Services"
"RT @DJDoug_theKing: hoes RT @RobJonesSr: I used to get off work and it would be every series bmw tinted with rims waiting on a black nurse", 0, 0, "Products & Services"
"The BMW i8: the world's most modern car ", 0, 0, "Products & Services"
"Happy Holidays to you too, bmw. #BMW  #HappyHolidays ", 0, 0, "Products & Services"
"FIGHT FOR FREEDOM Swiss hostage hacks extremist in flee to safety  ", 0, 0, "Products & Services"
"@bmw misfire on coils 2 and 4", 0, 0, "Products & Services"
"2002 BMW R 1150 RT (Carrollton) $6100    #motorcycle", 0, 0, "Products & Services"
"BMW   YouTube = 4.8 Billion Global Views with &gt;96% Earned ", 0, 0, "Products & Services"
"The #Ford #Fusion's European cousin retains its value more than many of the car's pricier competition. @CarbuyerUK ", 0, 0, "Products & Services"
"I will have this car! #reality #ps #bmw #7series #love #visionboard #myresultz #ggo ", 0, 0, "Products & Services"
"“@AsiaDowney: guys who drive a BMW&gt;&gt;&gt; 💖💖”", 0, 0, "Products & Services"
"BMW 750i vs. Mercedes S 500 ", 0, 0, "Products & Services"
"#EVOTV Drag race- BMW M5 v Porsche Panamera S v Mercedes E63 AMG v Jaguar XFR - evo exclusive ", 0, 0, "Products & Services"
"Published a new blog entry 2017 BMW 5-series Sedan Spied: Lighter and Hopefully More Soulful in Auto Appraisers an.. ", 0, 0, "Products & Services"
"If bmw is gonna make i6's that sound like that, they are gonna have to switch to v6's", 1, 0, "Performance"
"Video: BMW 6 Series Gran Coupe   via ", 0, 0, "Products & Services"
"BMW, ah wagon too much lol RT @AfricanPrize: What the hell is a bimmer please?", 0, 0, "Products & Services"
"Driving a BMW is literally like driving a douche bag.", 4, 3, "Performance"
"A New Car Hire Service In London Lets You Rent A BMW And Leave It Anywhere ", 0, 0, "Products & Services"
"Marc VDS to Take on 2015 ELMS With BMW Z4 GTE and Andy Priaulx ", 0, 0, "Products & Services"
"1000's of BMW cars and SUVs for sale or FREE in #Vancouver #YVR  List updated hourly #VancouverBC", 0, 0, "Products & Services"
"Gotta keep my head up through it all #My smile says it all 💂💯 ", 0, 0, "Products & Services"
"BEST LIST of BMW cars/SUVs for sale and FREE in #Reno #Nevada  New cars/SUVs added hourly #RenoNevada", 0, 0, "Products & Services"
"Weekly Recap: BMW rolls out ambitious plug-in hybrid electric plan - Autoblog (blog) ", 0, 0, "Products & Services"
"Just in! We have recently added a 2002 BMW 3 Series to our inventory. Check it out : ", 0, 0, "Products & Services"
"@YGTREDO shoulda thrown some lex and bmw keys in there too", 0, 0, "Products & Services"
"Mercedes, BMW, VW Replace Key Captains With Younger Generation ", 0, 0, "Products & Services"
"New Video: The new BMW 6 Series Gran Coupe ", 0, 0, "Products & Services"
"About to work for BMW 🙌", 0, 0, "Products & Services"
"Money can't buy happiness but it's far better to cry in BMW rather than on a bicycle.", 0, 0, "Products & Services"
"A New Car Hire Service In London Lets You Rent A BMW And Leave It Anywhere ", 0, 0, "Products & Services"
"I liked a @YouTube video  BMW i8 Wrapping the Future Spotlight - Fast Lane Daily", 0, 0, "Products & Services"
"Sharing is caring kittens ", 6, 1, "Products & Services"
"#DidYouKnow that the #BMW Art Car series includes a total of 17 cars design by the renewed artists and that 2 are... ", 0, 0, "Products & Services"
"UNBELIEVABLE BARGAINS from local sellers! #Plymouth #Devon #car #dealers What a #deal ! ", 1, 0, "Products & Services"
"I went to test drive a BMW M5 and a Mustang GT today... Too much fun!!", 0, 0, "Products & Services"
".@BMW To Phase Out Combustion Engines In 10 Years: Report by #BaronFunds  via @Jalopnik", 2, 2, "Innovation"
"BMW 3.0 CSL Art Car Photo by Peter Aylward ", 0, 0, "Products & Services"
"The All-New BMW 6-Series 2015 ", 0, 0, "Products & Services"
"LOOSE LIPS SINK SHIPS? Engineer allegedly gave info on where to hit carrier  ", 0, 0, "Products & Services"
"@YasWabara omg has Reece got a bmw i8? X", 0, 0, "Products & Services"
"I won the 2nd Star in my BMW M6 Coupe in #CSRRacing #RaceYourFriends. Download FREE! ", 0, 0, "Products & Services"
"Further Sales Growth Expected By BMW Next Year - In the light of Chinese dealerships requiring further sales incen... ", 0, 0, "Products & Services"
"2017 BMW 5-series Sedan Spied: Lighter and Hopefully More Soulful ", 0, 0, "Products & Services"
"First spy shots of next-gen BMW 5 Series appear | Auto Express ", 0, 0, "Products & Services"
"Spy Shots: Next-gen BMW 5 Series sedan spotted with production body, possible PHEV ", 0, 0, "Products & Services"
"interview at budds bmw today @ 3 !!!!!!!", 0, 0, "Products & Services"
"BMW Oracle launch ", 0, 0, "Products & Services"
"@borteshi ye BMW dash has always been so plain that's why I found this a bit more adventures for their standards", 0, 0, "Products & Services"
"Bae said I can hold the bmw...If I get him his snack pack 2mar night", 0, 0, "Products & Services"
"Report: QB Mettenberger to start for Titans  ", 0, 0, "Products & Services"
"BMW X6 gains styling &amp; performance upgrades from M Performance Parts: Image:  ", 0, 0, "Products & Services"
"Left the lights on in my old BMW and now waiting for Triple A to jump the battery at Palm Springs Airport. What an idiot.", 30, 22, "Products & Services"
"Further Sales Growth Expected By BMW Next Year ", 0, 0, "Products & Services"
"#Lumia #WindowsPhone to Replace BMW's Current Nokias  via @thenewswheel", 0, 0, "Products & Services"
"ANDY? “@veloevol: Cyclist damages BMW in Hitchin in road rage incident  @dlafm @AndyDesign80", 0, 0, "Products & Services"
"BMW i8 recalled for fuel tank issues ", 0, 0, "Products & Services"
"Part of me wanted to buy the BMW I always wanted part of me wanted to start my music career. I don't regret my decision.", 1, 0, "Products & Services"
"Parking my car between a Mercedes and BMW at school makes me so nervous. 😬😵", 1, 0, "Products & Services"
"Follow  ", 0, 0, "Products & Services"
"Winter wheels fitted and looking great :) @BMW_UK ", 0, 0, "Products & Services"
"CIA chief John Brennan admits agency sometimes used ‘abhorrent’ interrogation techniques ", 0, 0, "Products & Services"
"Gotta get Jizzle a bmw for his bday 😁🚗 ", 0, 0, "Products & Services"
"Some guy just called and said I won 1.5 mil and a BMW. I told him I work for my money no thanks. #10X @GrantCardone", 0, 0, "Products & Services"
"Download in high resolution via this link ", 0, 0, "Products & Services"
"True Facts of DUNYA ...........Whether you have aToyota or aBMW, the road remains the same.Whether you travel... ", 0, 0, "Products & Services"
"@boulevardng &amp; bmw proudly presents the #2014elitemanmagazineawardsparty featuring @mrsamsarpong… ", 0, 0, "Products & Services"
"#littledearborn 2016 BMW 6 Series, M6 Updated Ahead of Detroit Show ", 0, 0, "Products & Services"
"I would trade my bmw for a charger tbh", 0, 0, "Products & Services"
"I seriously want that BMW i seen 😍", 0, 0, "Products & Services"
" BMW 5 Serie 535d High Executive Sedan Automaat  #automaat #executive #sedan #serie", 0, 0, "Products & Services"
"NottmPostEG published Review: Bootleg Beatles, Royal Concert Hall: Article ", 0, 0, "Products & Services"
"#Autotrade BMW : X5 35d,Tech Pkg,Climate Pkg,Running Board 2011 bmw diesel silver 35 d tech pkg climate…  #usedcars", 0, 0, "Products & Services"
"I would never throw shots at somebody I use to fuck w/ after we stop fucking w/ e/o . Friends included . That's not thurl", 0, 1, "Products & Services"
"All I want for Christmas is a BMW", 1, 0, "Products & Services"
"#ArizonaCoyotes forge deal with #BMW - ", 0, 0, "Products & Services"
"Spy Shots: Next-gen BMW 5 Series sedan spotted with production body, possible PHEV ", 0, 0, "Products & Services"
"Avs go for broke, pull goalie with 13 minutes left  ", 0, 0, "Products & Services"
"I liked a @YouTube video from @drive  Driving Turner Motorsports' BMW Z4 GTD - /MATT FARAH", 0, 0, "Products & Services"
"I want an all black bmw", 0, 0, "Products & Services"
"*starts building an ark* 🚣 #BasalduaRanch (who tries to drive a BMW through a flood?!) ", 1, 0, "Products & Services"
"2001 BMW X5 3.1 AWD $6000.00!!! EXTREMELY NICE!!! (UNITED STATES, Idaho Falls) ", 0, 0, "Products & Services"
"#BMW launches London car sharing service DriveNow - ", 0, 0, "Products & Services"
"Is this the world's WORST driver? Woman trying to reverse BMW goes viral:  via @YouTube", 0, 0, "Products & Services"
"With Miller to Yanks, all eyes turn to Robertson  ", 0, 0, "Products & Services"
"M6 Gran Coupe Decked Out in 3DDesign Wares and Tune: A beautiful M6 Gran Coupe decked out in 3DDesi...  #cars #bmw", 0, 0, "Products & Services"
"Help seniors in New York get healthcare &amp; social services  Silverback Senior Services #NYC", 7, 12, "Products & Services"
"Still can't believe my parents surprised me after work with the newest BMW, it's beautiful😻", 2, 0, "Products & Services"
"1995 BMW M3  for sale in Kingston / St. Andrew -  #Jamaica", 0, 0, "Products & Services"
"M6 Gran Coupe Decked Out in 3DDesign Wares and Tune  #bmw", 0, 0, "Products & Services"
"Follow: No. 3 TCU up early against Iowa State  ", 0, 0, "Products & Services"
"#TBT I miss my #BMW 750iL! Great times, but I do love my 530i now 😉. #ClassicCar #Presidential… ", 1, 0, "Products & Services"
"Filed under: Hybrid, Sedan, BMW, Luxury, Spy Photos The current BMW 5 Series is just a few years old since its... ", 0, 0, "Products & Services"
"At our BMW giveaway ", 0, 0, "Products & Services"
"Spy Shots: Next-gen BMW 5 Series sedan spotted with production body, possible PHEV ", 0, 0, "Products & Services"
"I liked a @YouTube video  Chasing a BMW M6 on the Dutch highway is difficult", 0, 0, "Products & Services"
"BMW or a Mercedes for my next car? 😌👌", 1, 0, "Products & Services"
"Upcoming Samsung Galaxy E5 &amp; Galaxy E7 full specs revealed ", 0, 0, "Products & Services"
"Driving #BMW championship M4 #DTM race car, a missile with a mission - ", 0, 0, "Products & Services"
"BMW - cool futuristic concept ", 0, 0, "Innovation"
"Next-gen BMW 5 Series sedan spotted with production body, possible PHEVAre you an aspiring New or Used Car Buyer... ", 0, 0, "Products & Services"
"BMW 5-series (F10) 2013 523i -  #car #BMW #5-series (F10) #tires #wheels", 0, 0, "Products & Services"
"Used 2014 BMW 7Series 750i in Buffalo, NY 14213 14207 14224 14304 14075 14211 14150 14120 for sale at River Fr... ", 0, 0, "Products & Services"
"#m5boarddotcom Uncut ROLLRACE 1200 HP vs BMW S1000RR vs Bugatti Veyron Vitesse Race 1 and 2 out of 3 ", 0, 0, "Products & Services"
"@LiveLoveSOLO_ BMW got really good service U should consider leasing lol", 0, 0, "Products & Services"
"Bmw X5 2012 Used. Huntingdon Valley 19006 #BmwX5 ", 0, 0, "Products & Services"
"BMW E38 E39 5 7 SERIES 740iL UPPER STEERING COLUMN TRIM PLASTIC COVER 1161654  ", 0, 0, "Products & Services"
"@Spalders @KevinMagnussen I want your clothes your boots and even your motorcycle. But not if its a BMW GS. #justsaying", 0, 0, "Products & Services"
"@BMW_foreverr @texcox19 @BlissTabitha We get offended at times. Dems just scream louder. We're all passionate about our country's future.", 3, 1, "Products & Services"
"#Autotrade BMW : 1-Series CONVERTIBLE 2011 bmw 135 i convertible turbocharged 6 speed only 29 k m 25371…  #usedcars", 0, 0, "Products & Services"
"2016 BMW 6 Series and M6 Refreshed: Coupe, convertible, and Gran Coupe redesigned.All versions of the 2016 BMW... ", 0, 0, "Products & Services"
"Can you Adam and Eve it - Grumpy Steve has a new car. Goodbye Peugeot 406 and hello BMW Coupe.  Much better taxi service.", 0, 0, "Products & Services"
"I just won a BMW 1M Coupe in #CSRRacing! Try it for FREE!", 0, 0, "Products & Services"
"BMW &amp; Art Basel Launch Art Journey Awards for Emerging Artists ", 0, 0, "Products & Services"
"Thank you all for attending our TOYS for TOTS Houston event at Momentum BMW. We have just wrapped up our last... ", 0, 0, "Products & Services"
"@joshfries I was just referring to the question asked in the latest BMW about animators", 0, 0, "Products & Services"
"@armeniaball a high roller car (lexus, bmw,Benz) a pack of cigs, dressing hella nice and xorovats", 1, 0, "Products & Services"
"#London A New Car Hire Service In London Lets You Rent A BMW And Leave It Anywhere ", 0, 0, "Products & Services"
"the only BMW I would own, would be an M3. that's it.", 3, 1, "Products & Services"
"#bmw New gasoline engines on the horizon; how about diesels?: With the imminent B48/B58 gasoline engines comin... ", 0, 0, "Innovation"
"@RyanLochte her car was pressed between BMW&amp; that van", 0, 0, "Products & Services"
"omg 💦😍Spotted: BMW i8 ", 12, 0, "Products & Services"
"#CarThrottle 7 Reasons Why You Need To Own A BMW E46 M3 ", 0, 0, "Products & Services"
"A 1998 BMW 3 Series was just scanned near Reno, NV 89502  #vinnyapp #whatsyourcarworth", 0, 0, "Products & Services"
"A lot of you are asking:1. Where can I get a Talk to Feeny shirt? Here:  Will it arrive by Xmas? YES#BoyMeetsXmas", 46, 15, "Products & Services"
"Getting the BMW for graduation. Ahhhh shit 😁😁😁💯", 0, 0, "Products & Services"
"i3 electric car by BMW ", 0, 0, "Products & Services"
"the benz or bmw car the shasha was in RT @alwayswithyoumw: A clue was 'seen' this afternoonOn this timeline...", 1, 0, "Products & Services"
"BMW E36 325i Convertible Estoril Blue - Full read by eBay: Price 1030.0 GBP (9 Bids) End Time: 2014-12-07 19:01:58… ", 0, 0, "Products & Services"
"I swear every time I go somewhere I almost crash.. I am the worst driver. 😒", 1, 0, "Products & Services"
"I won the first Star in my BMW Z4 GT3 in #CSRRacing #RaceYourFriends. Download FREE! ", 0, 0, "Products & Services"
"#car4sale BMW : 5-Series AWD-Factory Warranty-NO Accidents 2011 bmw 535...  #usedcar #forsale", 0, 0, "Products & Services"
"BMW &amp; Art Basel Launch Art Journey Awards for Emerging Artists  #style #coelcast", 0, 0, "Citizenship"
"A 1997 BMW Z3 was just scanned  #cars #retweet #vinny_says", 0, 0, "Products & Services"
"BMW M2 to debut at 2015 Frankfurt Motor Show ", 1, 1, "Products & Services"
"OMG!  Look twice at this one, so much stuff including full BMW Adventure cases on a standard GS! Only 9,900... ", 0, 0, "Products & Services"
"New BMW car sharing scheme launches in London ", 1, 0, "Products & Services"
"Women's World Cup: Team USA drawn into the 'Group of Death' ", 0, 0, "Performance"
"Another bmw #E71 #X6 #V8TT #N63B44 tuned by #Miamituninggroup this week, there is so much potential… ", 0, 0, "Products & Services"
"BMW X5 Recall, 2014-12-06  #bmwrecalls", 0, 0, "Products & Services"
"5.0L BMW, the Wazuma V12 ", 0, 0, "Products & Services"
"@tatexoxo ik he let me kno! Told me y'all be cruzin in that BMW", 1, 0, "Products & Services"
"Faster than @wittmannracing round Zandvoort in a #BMW #DTM. Long way off @richiestanaway's mega time,… ", 0, 0, "Products & Services"
"All together at the #bmw #ibu #worldcup #biathlon in #Östersund #Jämtland #Sweden #instalike… ", 0, 0, "Products & Services"
"@_Albert42 trying to motivate you lol Audi, Tesla, BMW, house on the beach. Minimum wage won't ever buy you that", 0, 0, "Products & Services"
"I won the 2nd Star in my BMW 1M Coupe in #CSRRacing #RaceYourFriends. Download FREE! ", 0, 0, "Products & Services"
"Used 2001 BMW 3Series 330i in Reno, NV 89502 for sale at CarZone of Reno:  Used Dark Blue 2001 BMW 3Series 330... ", 0, 0, "Products & Services"
"Design Portraits: Anders Warming, Head of MINI Design - BMW Group ", 0, 0, "Products & Services"
